8/4N3/8/8/P7/3P1PP1/1PP1P2P/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P7/3P1PP1/RPP1P2P/2BQK1NR w Kkq - 0 1
8/4N3/8/8/P7/R2P1PP1/1PP1P2P/2BQK1NR w Kkq - 0 1
8/4N3/8/8/P7/3P1PP1/1PP1P2P/1RBQK1NR w Kkq - 0 1
8/4N3/8/P7/8/3P1PP1/1PP1P2P/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P7/1P1P1PP1/2P1P2P/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P7/3P1PP1/1PPBP2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P7/3PBPP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P4B2/3P1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/6B1/P7/3P1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P7/2PP1PP1/1P2P2P/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P1P5/3P1PP1/1P2P2P/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P7/3P1PP1/1PPQP2P/R1B1K1NR w KQkq - 0 1
8/4N3/8/8/P7/3P1PP1/1PP1P2P/R1BQ1KNR w kq - 0 1
8/4N3/8/8/P7/3P1PP1/1PP1PK1P/R1BQ2NR w kq - 0 1
8/4N3/8/8/P7/3P1PP1/1PPKP2P/R1BQ2NR w kq - 0 1
8/4N3/8/8/P7/3PPPP1/1PP4P/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P3P3/3P1PP1/1PP4P/R1BQK1NR w KQkq - 0 1
8/8/2N5/8/P7/3P1PP1/1PP1P2P/R1BQK1NR w KQkq - 0 1
8/8/8/3N4/P7/3P1PP1/1PP1P2P/R1BQK1NR w KQkq - 0 1
8/8/6N1/8/P7/3P1PP1/1PP1P2P/R1BQK1NR w KQkq - 0 1
8/8/8/5N2/P7/3P1PP1/1PP1P2P/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P4P2/3P2P1/1PP1P2P/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P7/3P1PPN/1PP1P2P/R1BQK2R w KQkq - 0 1
8/4N3/8/8/P5P1/3P1P2/1PP1P2P/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P7/3P1PPP/1PP1P3/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P6P/3P1PP1/1PP1P3/R1BQK1NR w KQkq - 0 1
8/4N3/8/P7/8/3P1PP1/RPP1P2P/2BQK1NR w Kkq - 0 1
8/4N3/8/P7/8/R2P1PP1/1PP1P2P/2BQK1NR w Kkq - 0 1
8/4N3/8/P7/R7/3P1PP1/1PP1P2P/2BQK1NR w Kkq - 0 1
8/4N3/8/P7/8/3P1PP1/1PP1P2P/1RBQK1NR w Kkq - 0 1
8/4N3/P7/8/8/3P1PP1/1PP1P2P/R1BQK1NR w KQkq - 0 1
8/4N3/8/P7/8/1P1P1PP1/2P1P2P/R1BQK1NR w KQkq - 0 1
8/4N3/8/P7/8/3P1PP1/1PPBP2P/R2QK1NR w KQkq - 0 1
8/4N3/8/P7/8/3PBPP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/P7/5B2/3P1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/P5B1/8/3P1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/P7/8/2PP1PP1/1P2P2P/R1BQK1NR w KQkq - 0 1
8/4N3/8/P7/2P5/3P1PP1/1P2P2P/R1BQK1NR w KQkq - 0 1
8/4N3/8/P7/8/3P1PP1/1PPQP2P/R1B1K1NR w KQkq - 0 1
8/4N3/8/P7/8/3P1PP1/1PP1P2P/R1BQ1KNR w kq - 0 1
8/4N3/8/P7/8/3P1PP1/1PP1PK1P/R1BQ2NR w kq - 0 1
8/4N3/8/P7/8/3P1PP1/1PPKP2P/R1BQ2NR w kq - 0 1
8/4N3/8/P7/8/3PPPP1/1PP4P/R1BQK1NR w KQkq - 0 1
8/4N3/8/P7/4P3/3P1PP1/1PP4P/R1BQK1NR w KQkq - 0 1
8/8/2N5/P7/8/3P1PP1/1PP1P2P/R1BQK1NR w KQkq - 0 1
8/8/8/P2N4/8/3P1PP1/1PP1P2P/R1BQK1NR w KQkq - 0 1
8/8/6N1/P7/8/3P1PP1/1PP1P2P/R1BQK1NR w KQkq - 0 1
8/8/8/P4N2/8/3P1PP1/1PP1P2P/R1BQK1NR w KQkq - 0 1
8/4N3/8/P7/5P2/3P2P1/1PP1P2P/R1BQK1NR w KQkq - 0 1
8/4N3/8/P7/8/3P1PPN/1PP1P2P/R1BQK2R w KQkq - 0 1
8/4N3/8/P7/6P1/3P1P2/1PP1P2P/R1BQK1NR w KQkq - 0 1
8/4N3/8/P7/8/3P1PPP/1PP1P3/R1BQK1NR w KQkq - 0 1
8/4N3/8/P7/7P/3P1PP1/1PP1P3/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P7/3P1PP1/RPPBP2P/3QK1NR w Kkq - 0 1
8/4N3/8/8/P7/R2P1PP1/1PPBP2P/3QK1NR w Kkq - 0 1
8/4N3/8/8/P7/3P1PP1/1PPBP2P/1R1QK1NR w Kkq - 0 1
8/4N3/8/8/P7/3P1PP1/1PPBP2P/2RQK1NR w Kkq - 0 1
8/4N3/8/8/P7/1P1P1PP1/2PBP2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P7/2PP1PP1/1P1BP2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P1P5/3P1PP1/1P1BP2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P7/3P1PP1/1PPBP2P/RQ2K1NR w KQkq - 0 1
8/4N3/8/8/P7/3P1PP1/1PPBP2P/R1Q1K1NR w KQkq - 0 1
8/4N3/8/B7/P7/3P1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P7/2BP1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P7/3P1PP1/1PPBP2P/R2Q1KNR w kq - 0 1
8/4N3/8/8/P7/3P1PP1/1PPBPK1P/R2Q2NR w kq - 0 1
8/4N3/8/8/P7/3PPPP1/1PPB3P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P3P3/3P1PP1/1PPB3P/R2QK1NR w KQkq - 0 1
8/8/2N5/8/P7/3P1PP1/1PPBP2P/R2QK1NR w KQkq - 0 1
8/8/8/3N4/P7/3P1PP1/1PPBP2P/R2QK1NR w KQkq - 0 1
8/8/6N1/8/P7/3P1PP1/1PPBP2P/R2QK1NR w KQkq - 0 1
8/8/8/5N2/P7/3P1PP1/1PPBP2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P4P2/3P2P1/1PPBP2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P7/3P1PPN/1PPBP2P/R2QK2R w KQkq - 0 1
8/4N3/8/8/P5P1/3P1P2/1PPBP2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P7/3P1PPP/1PPBP3/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P6P/3P1PP1/1PPBP3/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P7/3PBPP1/1PP1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P7/3PBPP1/RPP1P2P/3QK1NR w Kkq - 0 1
8/4N3/8/8/P7/R2PBPP1/1PP1P2P/3QK1NR w Kkq - 0 1
8/4N3/8/8/P7/3PBPP1/1PP1P2P/1R1QK1NR w Kkq - 0 1
8/4N3/8/8/P7/3PBPP1/1PP1P2P/2RQK1NR w Kkq - 0 1
8/4N3/8/8/P7/1P1PBPP1/2P1P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P7/2PPBPP1/1P2P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P1P5/3PBPP1/1P2P2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P7/3PBPP1/1PPQP2P/R3K1NR w KQkq - 0 1
8/4N3/8/8/P7/3PBPP1/1PP1P2P/RQ2K1NR w KQkq - 0 1
8/4N3/8/8/P7/3PBPP1/1PP1P2P/R1Q1K1NR w KQkq - 0 1
8/4N3/8/8/P7/3PBPP1/1PP1P2P/R2Q1KNR w kq - 0 1
8/4N3/8/8/P7/3PBPP1/1PP1PK1P/R2Q2NR w kq - 0 1
8/4N3/8/8/P7/3PBPP1/1PPKP2P/R2Q2NR w kq - 0 1
8/4N3/8/8/P7/3P1PP1/1PP1P2P/R1BQK1NR w KQkq - 0 1
8/4N3/8/8/P7/3P1PP1/1PPBP2P/R2QK1NR w KQkq - 0 1
8/4N3/8/8/P4B2/3P1PP1/1PP1P2P/R2QK1NR w KQkq - 0 1
